BIN,House #,Street Name,Zip_code,Borough,Status,Number of DWT,Activity_Type,Activity_Year,Violation_Code,Law_Section,Violation_Text,Compliance_Year,Date_of_Occurrence,Summons_Number,BBL,Longitude,Latitude,Community_Board,Council_District,Census_Tract,NTA_Code
1046849,25,East 86 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014980014,-73.959378,40.781102,108,4,15002,MN0802
1046850,49,East 86 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014980020,-73.958378,40.780685,108,4,15002,MN0802
1046852,1040,Park Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014980033,-73.957133,40.780284,108,4,15002,MN0802
1046853,1050,Park Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014980037,-73.95689,40.780621,108,4,15002,MN0802
1046861,1056,Fifth Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014980069,-73.959988,40.782107,108,4,15002,MN0802
1046862,55,East 86 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014987501,-73.958277,40.780641,108,4,15002,MN0802
1046914,11,East 87 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014990010,-73.959349,40.781981,108,4,15002,MN0802
1046915,21,East   87 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014990014,-73.95902,40.781841,108,4,15002,MN0802
1046916,47,East 87 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014990020,-73.957912,40.781374,108,4,15002,MN0802
1046917,55,East   87 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014990025,-73.957497,40.781198,108,4,15002,MN0802
1046918,1060,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014990032,-73.956883,40.781041,108,4,15002,MN0802
1046919,1070,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014990040,-73.956399,40.781293,108,4,15002,MN0802
1046921,40,East 88 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014990051,-73.957514,40.782005,108,4,15002,MN0802
1046923,12,East   88 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014997502,-73.958832,40.782557,108,4,15002,MN0802
1046924,4,East   88 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014990065,-73.959153,40.782692,108,4,15002,MN0802
1046925,2,East 88 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014990069,-73.959236,40.782727,108,4,15002,MN0802
1046926,1067,Fifth Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014990071,-73.959594,40.78265,108,4,15002,MN0802
1046927,60,East 88 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1014997501,-73.957197,40.78187,108,4,15002,MN0802
1046952,19,East 88 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015000015,-73.95855,40.782458,108,4,15002,MN0802
1046953,47,East 88 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015000020,-73.95741,40.78198,108,4,15002,MN0802
1046956,1088,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015000040,-73.955976,40.781872,108,4,15002,MN0802
1046957,50,East 89 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015000045,-73.956922,40.782575,108,4,15002,MN0802
1046958,40,East 89 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015000053,-73.957084,40.782647,108,4,15002,MN0802
1046964,4,East 89 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015000065,-73.958752,40.783345,108,4,15002,MN0802
1046965,1080,Fifth Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015010001,-73.958936,40.783553,108,4,15002,MN0802
1046972,45,East   89 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015017501,-73.957095,40.782869,108,4,15002,MN0802
1046974,1100,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015010033,-73.955669,40.782295,108,4,15002,MN0802
1046977,1112,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015010040,-73.955838,40.782841,108,4,15002,MN0802
1046983,21,East 90 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015020017,-73.957607,40.783698,108,4,15002,MN0802
1046985,51,East   90 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015020023,-73.956517,40.783245,108,4,15002,MN0802
1046991,1120,Park Ave,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015020033,-73.955712,40.783003,108,4,15002,MN0802
1046992,1130,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015020040,-73.955062,40.783126,108,4,15002,MN0802
1047003,46,East   91 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015020052,-73.956126,40.783882,108,4,15002,MN0802
1047014,15,East 91 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015030014,-73.957329,40.784401,108,4,16001,MN0802
1047025,1150,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015030038,-73.954592,40.783771,108,5,16001,MN0802
1047045,1107,5 Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015030069,-73.957696,40.785246,108,4,16001,MN0802
1047074,1160,Park Avenue,10128,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1015040031,-73.954797,40.784254,108,5,16001,MN0802
1047075,1172,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015040040,-73.954126,40.784405,108,5,16001,MN0802
1047101,1120,Fifth Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015050001,-73.95697,40.786231,108,5,16001,MN0802
1047125,1192,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015050040,-73.953688,40.785009,108,5,16001,MN0802
1047134,1125,5 Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015050069,-73.956814,40.786451,108,5,16001,MN0802
1047390,1133,Fifth Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015060003,-73.956478,40.786909,108,5,16001,MN0802
1047412,4,East 95 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015060065,-73.955962,40.787087,108,5,16001,MN0802
1047418,1140,Fifth Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015070001,-73.95594,40.787205,108,8,16001,MN0802
1047431,1220,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015070033,-73.95298,40.785977,108,5,16001,MN0802
1047432,1230,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015070040,-73.952766,40.786274,108,5,16001,MN0802
1047433,70,East 96 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015070041,-73.953243,40.786831,108,5,16001,MN0802
1047434,60,East 96 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015070045,-73.953604,40.786982,108,5,16001,MN0802
1047438,8,East 96 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015070064,-73.95534,40.787718,108,8,16001,MN0802
1047439,1148,5 Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015070069,-73.955499,40.787622,108,8,16001,MN0802
1047440,14,East 96 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015077501,-73.955142,40.787633,108,8,16001,MN0802
1047460,903,Park Avenue,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015080001,-73.960389,40.775792,108,4,14000,MN0802
1047469,139,East 79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015080016,-73.959219,40.775105,108,4,14000,MN0802
1047470,151,East 79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015080020,-73.958523,40.774811,108,4,14000,MN0802
1047472,161,East 79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015080024,-73.958317,40.774723,108,4,14000,MN0802
1047474,175,East   79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015080027,-73.958024,40.774602,108,4,14000,MN0802
1047475,179,East 79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015080031,-73.957941,40.774567,108,4,14000,MN0802
1047479,178,East 80 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015080038,-73.957475,40.775244,108,4,14000,MN0802
1047485,162,East 80 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015080046,-73.957818,40.77539,108,4,14000,MN0802
1047495,911,Park Avenue,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015080072,-73.960233,40.776003,108,4,14000,MN0802
1047498,177,East   79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015080130,-73.957985,40.774583,108,4,14000,MN0802
1047504,111,East 80 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015090006,-73.95941,40.776077,108,4,14000,MN0802
1047509,133,East   80 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015090016,-73.958832,40.775832,108,4,14000,MN0802
1047510,151,East 80 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015090020,-73.957995,40.775481,108,4,14000,MN0802
1047535,140,East 81 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015090051,-73.957565,40.776112,108,4,14000,MN0802
1047536,120,East   81 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015090056,-73.958518,40.776513,108,4,14000,MN0802
1047537,108,East   81 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015090064,-73.95894,40.776691,108,4,14000,MN0802
1047539,935,Park Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015090069,-73.959594,40.776876,108,4,14000,MN0802
1047549,941,Park Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015100001,-73.959438,40.777095,108,4,14000,MN0802
1047559,131,East   81 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015100015,-73.95837,40.776469,108,4,14000,MN0802
1047561,145,East 81 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015100020,-73.957615,40.77615,108,4,14000,MN0802
1047567,165,East   81 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015100030,-73.957229,40.775988,108,4,14000,MN0802
1047569,1438,Third Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015107501,-73.956088,40.775955,108,4,14000,MN0802
1047590,122,East 82 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015100060,-73.958149,40.777188,108,4,14000,MN0802
1047593,108,East   82 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015100065,-73.958539,40.777353,108,4,14000,MN0802
1047595,955,Park Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015100072,-73.959214,40.777405,108,4,14000,MN0802
1047601,969,Park Ave,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015110001,-73.958849,40.777905,108,4,14000,MN0802
1047635,112,East 83 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015110065,-73.957946,40.777932,108,4,14000,MN0802
1047636,975,Park Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015110069,-73.95873,40.778072,108,4,14000,MN0802
1047642,983,Park Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015120001,-73.958477,40.778415,108,4,14000,MN0802
1047650,151,East 83 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015120025,-73.956481,40.77733,108,4,14000,MN0802
1047653,1474,Third Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015127502,-73.955232,40.777129,108,4,14000,MN0802
1047654,160,East   84 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015120040,-73.955878,40.77789,108,4,14000,MN0802
1047659,144,East   84 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015120052,-73.956166,40.778011,108,4,14000,MN0802
1047662,124,East 84 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015120059,-73.95709,40.778401,108,4,14000,MN0802
1047663,114,East 84 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015120062,-73.957401,40.77853,108,4,14000,MN0802
1047665,993,Park Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015120070,-73.9583,40.778662,108,4,14000,MN0802
1047667,135,East   83 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015120123,-73.956763,40.777451,108,4,14000,MN0802
1047668,1001,Park Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015130001,-73.958051,40.779002,108,4,14801,MN0802
1047669,103,East 84 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015130005,-73.957769,40.778706,108,4,14801,MN0802
1047671,119,East 84 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015130009,-73.957325,40.778516,108,4,14801,MN0802
1047672,125,East 84 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015130015,-73.957159,40.778447,108,4,14801,MN0802
1047674,145,East 84 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015130020,-73.956224,40.778055,108,4,14801,MN0802
1047696,106,East 85 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015130066,-73.957209,40.779279,108,4,14801,MN0802
1047699,1009-1013,Park Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015130070,-73.957906,40.7792,108,4,14801,MN0802
1047704,171,East   84 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015137501,-73.955722,40.777843,108,4,14801,MN0802
1047926,1021,Park Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015140001,-73.957249,40.779414,108,4,14801,MN0802
1047928,111,East 85 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015140008,-73.957094,40.779252,108,4,14801,MN0802
1047938,185,East   85 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015140039,-73.954996,40.778364,108,4,14801,MN0802
1047946,108,East 86 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015140066,-73.956627,40.779927,108,4,14801,MN0802
1047948,1035,Park Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015140069,-73.957335,40.779974,108,4,14801,MN0802
1047951,1045,Park Ave,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015150001,-73.957028,40.780393,108,4,14802,MN0802
1047952,103,East   86 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015150007,-73.956811,40.780026,108,4,14802,MN0802
1047953,115,East   86 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015150008,-73.956494,40.779891,108,4,14802,MN0802
1047955,120,East 87 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015157502,-73.955901,40.780505,108,4,14802,MN0802
1047972,110,East 87 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015157501,-73.956139,40.780607,108,4,14802,MN0802
1048040,1065,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015160001,-73.956522,40.78109,108,4,14802,MN0802
1048043,115,East   87 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015167502,-73.956035,40.78058,108,4,14802,MN0802
1048044,125,East   87 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015160013,-73.955793,40.780478,108,4,14802,MN0802
1048067,1075,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015160069,-73.956345,40.781332,108,4,14802,MN0802
1048070,1085,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015170001,-73.956074,40.781702,108,4,14802,MN0802
1048094,160,East 89 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015170043,-73.953532,40.781147,108,5,14802,MN0802
1048100,108,East   89 Street,10128,Manhattan,Not Active,0,Self-Reported Annual Inspection,2021,,,,2021,,,1015170062,-73.955229,40.781864,108,4,14802,MN0802
1048101,1095,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015170069,-73.955915,40.781925,108,4,14802,MN0802
1048105,1105,Park Ave,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015180001,-73.955633,40.782309,108,4,14802,MN0802
1048108,115,East 89 Street,10128,Manhattan,Active,1,NYC Health Department Audit & Inspection,2021,,,,2019,,,1015180009,-73.95499,40.781781,108,4,14802,MN0802
1048108,115,East 89 Street,10128,Manhattan,Active,1,NYC Health Department Audit & Inspection,2021,,,,2020,,,1015180009,-73.95499,40.781781,108,4,14802,MN0802
1048108,115,East 89 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015180009,-73.95499,40.781781,108,4,14802,MN0802
1048117,141,East 89 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015180024,-73.953828,40.781292,108,5,14802,MN0802
1048122,171,East 89 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015180033,-73.953301,40.78107,108,5,14802,MN0802
1048133,1349,Lexington Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015180049,-73.953918,40.78177,108,5,14802,MN0802
1048134,114,East 90 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015180061,-73.954596,40.782418,108,4,14802,MN0802
1048136,1111,Park Avenue,10128,Manhattan,Active,3,Self-Reported Annual Inspection,2021,,,,2021,,,1015180069,-73.955513,40.782473,108,4,14802,MN0802
1048139,120,East 90 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015187501,-73.954419,40.782344,108,4,14802,MN0802
1048245,1125,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015190001,-73.955152,40.782973,108,4,14802,MN0802
1048247,115,East 90 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015190008,-73.954585,40.782432,108,4,14802,MN0802
1048257,161,East 90 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015190025,-73.953066,40.781792,108,5,14802,MN0802
1048263,181,East   90 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015197501,-73.95269,40.781635,108,5,14802,MN0802
1048284,1133,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015190069,-73.954636,40.783151,108,4,14802,MN0802
1048290,1155,Park Ave,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015200004,-73.954447,40.783933,108,5,15801,MN0802
1048306,169,East 91 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015200033,-73.952123,40.782214,108,5,15801,MN0802
1048335,1165,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015210001,-73.95422,40.78424,108,5,15801,MN0802
1048336,115,East 92 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015210007,-73.953689,40.783694,108,5,15801,MN0802
1048344,145,East   92 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015210020,-73.95248,40.783183,108,5,15801,MN0802
1048364,150,East 93 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015210051,-73.952144,40.783844,108,5,15801,MN0802
1048365,134,East   93 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015217501,-73.952775,40.784111,108,5,15801,MN0802
1048371,118,East 93 Street,10128,Manhattan,Active,1,NYC Health Department Audit,2021,,,,2019,,,1015210064,-73.95318,40.784278,108,5,15801,MN0802
1048371,118,East 93 Street,10128,Manhattan,Active,1,NYC Health Department Audit,2021,,,,2020,,,1015210064,-73.95318,40.784278,108,5,15801,MN0802
1048371,118,East 93 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015210064,-73.95318,40.784278,108,5,15801,MN0802
1048372,1175,Park Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015210069,-73.954075,40.784438,108,5,15801,MN0802
1048385,125,East   93 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015220012,-73.953042,40.784243,108,5,15801,MN0802
1048386,131,East 93 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015220014,-73.952898,40.784182,108,5,15801,MN0802
1048388,155,East 93 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015220020,-73.952133,40.783858,108,5,15801,MN0802
1048402,152,East 94 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015220044,-73.951518,40.784404,108,5,15801,MN0802
1048403,1435,Lexington Avenue,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015220050,-73.952103,40.784248,108,5,15801,MN0802
1048406,130,East   94 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015220059,-73.95245,40.784794,108,5,15801,MN0802
1048412,1199,Park Ave,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015230001,-73.953424,40.785338,108,5,15801,MN0802
1048419,139,East   94 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015230014,-73.952204,40.784709,108,5,15801,MN0802
1048480,1225,Park Avenue,10128,Manhattan,Active,2,Self-Reported Annual Inspection,2021,,,,2021,,,1015240001,-73.952886,40.786076,108,5,15801,MN0802
1048509,201,East 79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015250001,-73.956952,40.774149,108,5,13800,MN0803
1048510,211,East 79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015250005,-73.956794,40.77408,108,5,13800,MN0803
1048511,215,East 79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015250009,-73.956729,40.774053,108,5,13800,MN0803
1048512,225,East   79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015250013,-73.95657,40.773987,108,5,13800,MN0803
1048513,229,East 79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015250015,-73.956505,40.77396,108,5,13800,MN0803
1048515,239,East   79 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015250021,-73.956346,40.773891,108,5,13800,MN0803
1048522,222,East 80 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015250036,-73.956114,40.77467,108,5,13800,MN0803
1048523,201,East 80 Street,10075,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015267501,-73.956454,40.774832,108,5,13800,MN0803
1048537,238,East 81 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015260029,-73.955396,40.775194,108,5,13800,MN0803
1048569,240,East 82 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015270028,-73.954897,40.775817,108,5,13800,MN0803
1048579,200,East   82 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015270045,-73.955536,40.776089,108,5,13800,MN0803
1048582,1441,Third Avenue,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015277501,-73.956132,40.775859,108,5,13800,MN0803
1048692,201,East 83 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015290001,-73.955066,40.776734,108,5,13800,MN0803
1048721,200,East   84 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015290045,-73.954614,40.777357,108,5,13800,MN0803
1048745,228,East 85 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015300034,-73.953704,40.777801,108,5,14601,MN0803
1048773,240,East   86 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015310029,-73.952545,40.778204,108,5,14601,MN0803
1048779,225,East 85 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015310035,-73.953758,40.777842,108,5,14601,MN0803
1048782,210,East 86 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015310040,-73.953436,40.77858,108,5,14601,MN0803
1048787,201,East   86 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015320001,-73.953725,40.778721,108,5,14602,MN0803
1048792,225,East   86 Street,10028,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015327501,-73.953104,40.77846,108,5,14602,MN0803
1048799,250,East   87 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015320022,-73.951681,40.778725,108,5,14602,MN0803
1048809,201,East   87 Street,10128,Manhattan,Active,1,Self-Reported Annual Inspection,2021,,,,2021,,,1015330001,-73.9534,40.779467,108,5,14602,MN0803
1048813,245,East 87 Street,10028,Manhattan,Active,1,NYC Health Department Inspection,2021,,,,2019,,,1015330022,-73.951252,40.778895,108,5,14602,MN0803
